,text,label,pred_class,R
87,"seeking to regain ground, trump calls clinton corrupt and a liar",1,0,52.73390517294757
88,republican winning streak continues: democrats vote on house minority leader,0,1,51.8325852215506
89,televisa exec shot dead outside mexico city while riding bike,1,0,51.81154766201271
90,"trump touched us inappropriately, two women tell new york times",1,0,51.589458528142686
91,supreme court decision lead by justice ginsburg delivers blow to big business,0,1,50.67528520604606
92,as trump’s popularity soars abroad…village in india renames itself “trump” [video],0,1,49.98347218323574
93,wikileaks releases hacked democratic national committee audio files,1,0,48.46316688387616
94,the pope pushes climate justice : “ambitious action” needed…add global warming agenda to “works of mercy”,0,1,46.71099679194184
95, reince priebus facing misconduct complaint for interfering with fbi’s russia investigation,0,1,46.62875511754213
96,"thornton, arkansas congressman who figured in nixon impeachment, dies",1,0,46.54855365793693
97," several bars will be opening early thursday for comey’s hearing, serving cheap russian vodka",0,1,46.17445534515493
98,russian military: us coalition predator drone spotted at time & place of syria un aid convoy attack,0,1,45.4754686380994
99,clinton grifters under scrutiny: clinton global initiative dumped by exxon mobil,0,1,41.13528184530247
100,"trump gets skewered, clinton finds support at tv's emmy awards",1,0,40.72800298605574
101,draining the swamp: hard-hit everglades town mops up after irma,1,0,40.5332106153435
102,air force will ease policy on discharging transgenders,0,1,40.44904856182186
103,clinton bests de blasio in hypothetical nyc mayor race: poll,1,0,35.78632295236442
104,msnbc hosts accuse white house of trying to pressure them over coverage,1,0,33.064794780844366
105,trump says he will do all he can to help cuban people,1,0,31.65333288510882
106, new study offers hope in search for alzheimer’s cure,0,1,31.517124858907707
107,comey's friend says he's turning over comey's trump memos to fbi: msnbc,1,0,30.57865429187457
108,rnc's priebus takes dim view of anti-trump third party talk,1,0,28.643860528592278
109,"on inauguration eve, trumpsters party in the 'swamp' of washington",1,0,27.53413612918474
110,“a beautiful christmas present”: how tax brackets could change under republican tax plan,0,1,27.109361082833793
111,"the final control: tpp, ttip, tisa global corporate takeover",0,1,26.35678125735097
112,just in: supreme court rules on trump travel ban,0,1,26.342506267255985
113,'big bang theory' trumps tv audience for latest republican debate,1,0,25.73843332869776
114,"emmy winners throw jabs at trump, spicer wheels into spotlight",1,0,24.941984325771745
115," democrats introduce legislation to probe russian voting hacks, trump pissed",0,1,24.65860277299827
116, ‘neutral’ elizabeth warren’s upcoming endorsement signals unity within democratic party,0,1,24.56411280488136
117,cruz gets jeb bush backing as republican elites try to stop trump,1,0,23.444044335768336
118,boston men jailed for trump-inspired hate crime attack,1,0,21.86971268833506
119,hashtag politics: merkel tries to get in with germany's kids,1,0,21.4579853341447
120," poll: clinton leads trump by 10 points, obama’s approval rating skyrockets",0,1,20.535820788607786
121,"after firing, bannon returns to his 'killing machine'",1,0,19.89535754319913
122,breaking: clinton chairman’s sister-in-law lobbied clinton’s state department…earned six figure income,0,1,19.20132295826415
123,u.s. committed to bringing american hostages home -obama,1,0,18.96543822875843
124,"for some democrats, it's voting for clinton - and keeping it quiet",1,0,18.81550426328025
125,"after trump pulls out, fox news cancels republican debate",1,0,18.008547851701056
126,german admits selling gun to munich attack shooter,1,0,17.91830684803329
127,obama: 20 million americans insured thanks to 'obamacare',1,0,16.823832578429545
128,obama to democrats: 'i want us to run scared' in election,1,0,16.291596538212744
129, south dakota republican rigs upcoming election for herself by personally purging democratic voters,0,1,16.181793549468683
130, trump-backed republican candidate bodyslams journalist night before election,0,1,15.700497693391194
131,trump tied with clinton in utah after lewd remarks in video: poll,1,0,15.312931647642833
132,we don't know what trump has decided on paris climate deal: germany,1,0,15.069001656861769
133,trump executive order on ethics commitments bans lobbying for executive branch employees,0,1,14.950739153686573
134,"pope asks trump to be peacemaker, gives him environmental letter",1,0,14.422561865766022
135,trump asks congress to investigate former obama administration,0,1,14.144678676310336
136,a picture and its story: tear gas in nairobi,1,0,13.840000188538374
137,new report: obamaphone program stashed $9 billion in private bank accounts…exposes massive windfall for phone companies,0,1,13.613610773928388
138, supreme court to hear major wisconsin gerrymandering case,0,1,13.235076059660049
139,trump to make day trip to washington during his vacation: white house,1,0,12.400327925923996
140,"mexican president says won't pay for trump wall, makes hitler warning",1,0,12.170296916805691
141,house freedom caucus pressured by very familiar names to back ryan for speaker,0,1,12.137403290706333
142,florida congresswoman indicted in fraud scheme,1,0,12.11537680607189
143,"mcdonald's deletes trump tweet, says twitter account compromised",1,0,11.805591990287658
144, scientists planning a march on washington to protest trump,0,1,11.405616536939908
145, tom cotton accepted $1 million from israel to sabotage iran nuclear deal,0,1,11.323446999553884
146,"preparing to invade: us deploys additional 2,500 soldiers for ‘syria and iraq’",0,1,10.99700228657735
147,trump in mexico: outlines 5 goals he wants to accomplish with mexican government [video],0,1,10.794489390070746
148,internet: living with the great firewall of china,1,0,10.629007889181844
149,"russian-american lobbyist met with trump jr., russian lawyer: nbc news",1,0,10.352199447424498
150,media links domestic drone surveillance to trump with zero evidence,0,1,10.150276131786649
151,federal showdown looms in oregon after blm abuse of local ranching family – bundys lead protest,0,1,10.050222200944752
152,cpac says trump drops out at 'last minute',1,0,10.026315278606901
153,russia says reports that trump revealed secret information are 'fake': interfax,1,0,9.899314310878426
154,mcconnell says all need to stand against hate and violence,1,0,9.748789032741177
155,one secret of trump's low-cost campaign: free labor,1,0,9.589313331086787
156,trump wins electoral college vote; a few electors break ranks,1,0,9.550948396028458
157,vacationing lame-duck obama ready to announce sanctions against russia,0,1,9.544407880262547
158,"for trump, the honeymoon with putin may be finally over",1,0,9.397970355120794
159, russian lawyer willing to testify in front of the senate only if ‘given safety’,0,1,9.376612263914273
160,four triggers for the next titanic economic recession,0,1,9.314587740368605
161,lpga happy to let usga make trump course decision,1,0,9.29279179969892
162,art of war: what’s behind russia’s ‘ides of march’ military drawdown in syria?,0,1,8.876277952548286
163,"hillary clinton, in push for black support, promises to tackle racial disparities",1,0,8.796494415443599
164,"to beat zika in rio, who prescribes safe sex and avoiding poor areas",1,0,8.714772757755801
165,trump acknowledges obama was born in the united states,1,0,8.530126565278975
166,missouri democrats filibuster proposed gay discrimination amendment,1,0,8.527716400283055
167,prominent south carolina congressman to endorse hillary clinton: nbc news,1,0,8.494022509979901
168,"in contentious debate, clinton and sanders both claim 'progressive' mantle ",1,0,8.48168057920556
169,trump suggests challenging tv network licenses over 'fake news',1,0,8.386716197984168
170,trump attacks 'fake news' following kushner reports,1,0,8.197871472107757
171,darpa spending $62 million to create military cyborgs,0,1,8.07963063738349
172,trump says reports russia helped him in u.s. election are 'ridiculous',1,0,7.611039565907775
173,ford tells trump no lincoln suv production going to mexico,1,0,7.558855737308594
174,"after orlando shooting, donald trump reiterates muslim ban",1,0,7.4873821668657285
175,for women at the u.s. congress: the right to bare arms?,1,0,7.399470510795457
176,u.s. knew of indonesian anti-communist massacre as it unfolded,1,0,7.186771857559632
177,obama points finger at putin for hacks during u.s. election,1,0,7.158573895836112
178,prominent u.s. religious conservatives defend trump after charlottesville,1,0,7.137298637522027
179,trump pushes melania back onto campaign stage: interview,1,0,7.1270722446365395
180, china fires back as trump drama escalates before he even takes office,0,1,7.0841256608855385
181,trump's post-orlando message falls flat with republican establishment,1,0,7.0689887876742485
182,santilli freed under plea pact as vegas shooting casts shadow on bundy trial,0,1,6.959309084380555
183,former intelligence chief clapper: comey was uneasy with trump dinner - msnbc,1,0,6.800755051025396
184,suspicious substance at cruz's houston headquarters is non-toxic,1,0,6.775269827260873
185, paul ryan: republicans ‘will not tolerate’ more democratic disruption in the house,0,1,6.630909569657313
186,trump booster apologizes for clinton 'blackface' tweet,1,0,6.5913749852302725
187,germany’s defense minister refuses to wear hijab during saudi arabia visit…says trump’s election proves political correctness has been rejected,0,1,6.547174541292988
188,'and then they exploded': how rohingya insurgents built support for assault,1,0,6.534123887566552
189,former dnc aides in hot water over possible money laundering scheme to fund terrorism overseas,0,1,6.273032444646583
190," republicans kill trump’s dream to repeal obamacare, ready to work with democrats (details)",0,1,6.069984375533945
191,"after las vegas massacre, democrats urge gun laws; republicans silent",1,0,6.061300735689845
192,"orlando shooter traveled to saudi arabia in 2011, 2012: msnbc",1,0,6.002623399666059
193,republican money class fears stigma of becoming trump donors,1,0,5.991215880242218
194, want to ride on air force one as a senator? then be prepared to vote for trump’s health care bill,0,1,5.972221572411643
195,u.s. judge finds texas voter id law was intended to discriminate,1,0,5.9531938192545795
196,pro-trump group ad seeks to pit michelle obama against clinton,1,0,5.592172087583151
197,japanese cosmetics maker pola says sorry for racist poster,1,0,5.586682066325844
198,trump says north korea's kim insulted him by calling him 'old',1,0,5.527453150295628
199, bookings for trump’s hotels plummet by 60 percent,0,1,5.286215894385164
200,us middle class still suffering from rockefeller-kissinger industrial transfer scheme to china,0,1,5.194422998827999
201,obama launches mission to cure cancer 'once and for all',1,0,5.192002900957964
202, trump set to rake in the dough with massive post-election tax break,0,1,5.037189903798556
203,fourteen people rescued from seaside tower in southern england,1,0,4.997256790412361
204,iowa kicks off 2016 u.s. presidential race with caucus tradition ,1,0,4.9730348379788785
205,clinton campaign: no evidence computer systems were compromised,1,0,4.90733556264455
206, trump tells corporate ceos he will slash 75 percent of regulations that protect workers and environment,0,1,4.818430970595447
207,trump rails against press in response to reports of chaos,1,0,4.741451406510083
208, ny lawmakers compare mma fighting to ‘gay p*rn’ and police abuse,0,1,4.605374323065371
209, judge lets trump postpone his fraud case until three weeks after the election,0,1,4.538984653516891
210," airlines immune from price gouging laws in florida, royally screwing evacuees",0,1,4.403993323669367
211,trump says 'we're going to florida very soon',1,0,4.3994364602470375
212,former head of muslim brotherhood dies in hospital: lawyer,1,0,4.372681750967319
213,trump endorses romney niece ronna romney mcdaniel for rnc chair,1,0,4.293572854388211
214,clinton's it aide to plead the fifth in email lawsuit: the hill,1,0,4.287138549737612
215, breaking: dakota access pipeline stopped by army corps of engineers,0,1,4.257210028185681
216, trump’s pick for treasury tried to take a 90-year-old woman’s house over 27 cent bill,0,1,4.192142782939288
217," look out, big oil: ‘job creation’ no longer an argument as solar outpaces oil",0,1,4.03184842433593
218, prediction: white house lies will force deputy attorney general rosenstein to quit,0,1,3.9713053366428483
219," gop governor blocks minimum wage increase, gives staff +$70k raise",0,1,3.968471579849064
220,u.s. house democratic leader pelosi calls for confederate statue removal,1,0,3.8811954548077026
221,zimbabwe’s corrupt government seeks extradition of american lion hunter: secret memo shows u.s. was aware of $45-$60 million trophy hunting business,0,1,3.829644891773347
222,sanders and clinton battle for youth vote with college plans,1,0,3.7818417957053048
223, nato officials planning for trump visit as if he is a small child (details),0,1,3.781317240629564
224,trump denies trying to get security clearance for his children,1,0,3.7797147165070215
225,obama's judges leave liberal imprint on u.s. law,1,0,3.701954939387911
226,"democrat clinton picks kaine as running mate, bypassing liberals",1,0,3.6803372541425086
227,"anarchists threaten to disrupt trump inauguration, police say ready",1,0,3.647047173131821
228,"justice? yahoo settles e-mail privacy class-action: $4m for lawyers, $0 for users",0,1,3.6008032616481525
229,fbi tells congress it has not changed conclusion on clinton emails,1,0,3.5908050342216615
230,"comey talks 'real world,' meets protests at black university",1,0,3.5520273555223145
231,‘anti-russia’ escalation? plans for new us marine base in norway,0,1,3.53616204748494
232,maltese journalist's son says she was murdered for exposing corruption,1,0,3.494272902738358
233,'is this the trump we know?' south koreans wax sanguine after trump visit,1,0,3.304849159726759
234,dubious reports of advertisements seeking trump protesters: “get paid fighting against trump”,0,1,3.2817394248203606
235,"trump was wrong to pardon controversial sheriff, ryan says",1,0,3.2231802291316516
236,trump slams obama and vows to undo cuban policy,0,1,3.2027255777328145
237,trump believes roy moore should step aside if allegations are true -white house,1,0,3.1330584744308956
238,missouri senate republicans pass anti-gay religious amendment,1,0,3.1231324970131293
239,star wars 2.0: washington’s battle to fund space warfare,0,1,3.1194035258598096
240,romney's anti-trump speech ignites social media debate,1,0,3.115547928545423
241,supreme court: violent threats on facebook may be ok,0,1,3.086807889805372
242,"trump fires fbi director comey, setting off u.s. political storm",1,0,3.0570759207510045
243, democratic leader nancy pelosi demands sessions resign over russian perjury,0,1,3.0195823975202276
244,republican cruz apologizes for email implying carson might exit race,1,0,3.010814623458453
245,sanders supporters' courtship of clinton superdelegates may be backfiring,1,0,3.0075673998366947
246,obama regime agrees to cut deal with iran that further threatens our national security,0,1,2.9922175705630707
247,'jihadi gran' gets 10 years after joining son in syria,1,0,2.9802819099466915
248, house republicans forcing fetal tissue researchers to reveal identities despite risk of violence,0,1,2.9748732381212513
249,two-thirds of us navy strike fighter jets grounded: navy claims no money to fix them,0,1,2.9167799765572116
250,kushner told flynn to contact russians last year: nbc news,1,0,2.8606695769562016
251,trump jr. emails suggest he welcomed russian help against clinton,1,0,2.854233455688451
252,clinton calls trump too unsteady to be president,1,0,2.8207074497903193
253,bill clinton portrays hillary as 'change-maker' in speech to democrats,1,0,2.7866286025836717
254, trump’s wealthcare plan set to fail as yet another republican breaks ranks,0,1,2.7336210287753664
255,buffett rails against presidential candidates who talk down economy,1,0,2.7253771448262083
256,undercover israeli agents in action,1,0,2.7167587111072287
257,'numerous' arrests made during trump inauguration protests: police,1,0,2.7125878374495755
258,trump says pence to represent him at wisconsin event on saturday,1,0,2.704094955747614
259,"trump directly scolds nato allies, says they owe 'massive' sums",1,0,2.635295153668734
260, dummy-in-chief requests fewer words and more pictures be used in intelligence briefings,0,1,2.6059486607925684
261,"transgender soldiers, veterans shaken by trump's ban on their service",1,0,2.571048966062785
262,clinton heavily favored to win electoral college: poll,1,0,2.4691462195904164
263,"obama says trump, cruz doing democrats a 'favor'",1,0,2.45870293496708
264,jeff sessions orders review of gun background check system,1,0,2.4281569227486828
265, trump’s ‘grab them by the p***y’ nature reappeared during meeting with japanese prime minister,0,1,2.41659592585071
266," trump’s pick to head cia is a tea party loon who supports torture, wants conflict with iran",0,1,2.4158524900954745
267,chicago black pastors shun mayor's annual king breakfast,1,0,2.3749725148228236
268,obama says clinton never jeopardized national security in email case: fox,1,0,2.3550112417849896
269," texas republican rejects canadian offer of real help for hurricane victims, asks for prayers instead",0,1,2.3414084137574918
270, republican senator blasts trump’s administration for ‘unconstitutional’ attempt to hide information from congress,0,1,2.303181832313054
271,knifeman yelling 'allahu akbar' shot dead after killing two in france,1,0,2.2399814909441758
272,"holocaust survivor celebrates bar mitzvah in israel, 80 years later",1,0,2.238940015518169
273,"hopes dimming under rubble, mexico woman's texts help save her",1,0,2.1692298021967744
274,republican paul ryan on 2016 presidential race: count me out,1,0,2.1550859275382677
275,'a better future' - britain's may tries to rally her conservatives,1,0,2.1380975145042616
276,white house says obama's endorsement of clinton was no surprise to sanders,1,0,2.1119189113576455
277,ted cruz did not disclose 2012 senate campaign loan: ny times,1,0,2.10902091283848
278,mexican families of 'dreamers' tell them to keep fighting,1,0,2.1034750994398745
279,former u.s. national security adviser brzezinski dies at 89,1,0,2.093895920447003
280,"clinton leading among young voters, harvard poll finds",1,0,2.0609380336327403
281,"millions would lose mortgage, gift write-offs under u.s. tax bill: study",1,0,2.0600783368842923
282,mexico journalist shot dead at christmas  celebration at son's school,1,0,2.0165241961296725
283,new york city mayor tells trump about fear over his policies,1,0,1.974939051717528
284,iran promises 'crushing' response if u.s. designates guards a terrorist group,1,0,1.9486099615766725
285,obama warns democrats against overconfidence about clinton victory,1,0,1.8585287817742326
286,"carson calls slaves 'immigrants' in speech, drawing criticism",1,0,1.8556538851963034
287, dem. senator blasts mitch mcconnell for excluding women from panel drafting new senate health plan,0,1,1.824512124803876
288,arsonists attack building used by controversial russian director,1,0,1.798741947559825
289,german election campaign largely unaffected by fake news or bots,1,0,1.721204945278781
290,german carnival cancelled over fears of muslim refugee sex attacks,0,1,1.718475105914353
291,‘tolerant left’ fire-bombs anti-migration member’s car…attack houses in germany,0,1,1.713911733499201
292,trump apologizes for lewd comments but calls footage a 'distraction',1,0,1.695510065291705
293,president obama formally endorses clinton for president,1,0,1.6871429939939664
294,tech ceo whitman calls trump 'unfit' to be u.s. president,1,0,1.6805047888268931
295, report: trump won’t be handling foreign or domestic tasks as president,0,1,1.6765091211172891
296,how the trump administration will wind down protections for 'dreamers',1,0,1.6723420250451946
297, beatles drummer ringo starr will not perform in bigoted state of north carolina,0,1,1.6575665129408053
298,senator paul suffers five broken ribs after assault: reports,1,0,1.57909812179985
299,marco rubio emerges as champion of battered republican establishment,1,0,1.5699818184890793
300,judge halts ohio law that blocked funds for planned parenthood,1,0,1.550021188288333
301,indicted texas mayor arrested for disrupting meeting seeking his ouster,1,0,1.5293640388912033
302, trump firing special counsel investigating russian connections a possibility according to attorney,0,1,1.5241408255748878
303,pelosi says she trusts trump's sincerity on protecting dreamers,1,0,1.5148718406019837
304,unreal! retiring senator is 34th vote to clinch obama win on iran deal,0,1,1.4960193058928652
305,"trump is right again: ‘no, the constitution does not bar religious tests in immigration law’",0,1,1.4877502636867286
306, major u.s. government official: why i’d resign if trump wins,0,1,1.4846269543337447
307,trump considering palin to lead veterans affairs: abc,1,0,1.4690903524457959
308,canada's trudeau decides not to poke u.s. 'grizzly bear' for now,1,0,1.4401839472683806
309,clinton hires latino as voter outreach deputy,1,0,1.3880467018531104
310,virginia gop sues governor over restoring voting rights to felons,1,0,1.3479238662466528
311,"obama brags about hijacking 1.35 million acres in utah, nevada…despite opposition…posts wrong picture of land",0,1,1.3324142785491455
312,confident trump says could 'shoot somebody' and not lose voters,1,0,1.3322716867525997
313, experts warn this trump plan would cause ‘global financial meltdown’,0,1,1.3316601841399085
314,trump to meet indiana governor mike pence over the weekend,1,0,1.320547934699597
315,ican chief's message to trump and kim: nuclear weapons are illegal,1,0,1.3041759387695473
316,u.s. department of education: teachers should incorporate islam in more subjects,0,1,1.3024701082070662
317,jeb bush gets a brotherly hand from george w. in south carolina,1,0,1.3005766259852685
318,trump says lawsuit charging he violated constitution is 'without merit',1,0,1.2718214072141298
319," conservatives get out measuring tape, find obama’s new house is sort of near islamic center",0,1,1.267320350072648
320,two senators say no to moving muslim terrorists from guantanamo bay to their states,0,1,1.239563950567709
321,two senators say no to moving muslim terrorists from guantanamo bay to their states,0,1,1.239563950567709
322,florida state senator resigns after racial slur,1,0,1.2379628065038446
323,former intelligence officials say trump is being manipulated by putin,1,0,1.2307425586318665
324,former intelligence officials say trump is being manipulated by putin,1,0,1.2307425586318665
325,trump's attack on senator gillibrand 'nasty': senator schumer,1,0,1.2272863484694034
326,"trump attacks clinton on gender, risking backlash from women",1,0,1.2105620464842513
327,obama says he will stay in washington after he leaves white house: usa today,1,0,1.2099845470872845
328,unacknowledged secret access projects: the black budget & military industrial complex,0,1,1.202161506298654
329,trump tries to rally support for healthcare bill,1,0,1.1972358840796462
330, senator asks doj to step in after white supremacists vow to engage in poll watching,0,1,1.1842138606876935
331,palin vows to help defeat ryan over his refusal to support trump,1,0,1.1670386875750975
332,republican presidential candidate cruz to make announcement at 4 p.m.,1,0,1.1656166049205823
333,"trump's travel bans spook some students, fan fears of broader chill",1,0,1.1454245667602332
334,unforgivable! pentagon withheld $78 million from wounded veteran’s pay,0,1,1.1437565775910776
335,"kreepy kaine says voting for hillary will help to put american women more on par with women in iraq, afghanistan and rwanda",0,1,1.108706013490511
336,"pay 2 play: democratic convention ends amid controversy, empty seats & white noise",0,1,1.0977000344028918
337, oklahoma republicans pass bill completely outlawing abortion,0,1,1.0858122704022166
338,louisiana legislature passes 72-hour waiting period for abortions,1,0,1.0777146947531169
339,judge lets wisconsin officials decide how to perform presidential vote recount,1,0,1.0563034893837264
340, chaffetz says congress ‘needs to see’ comey memos on trump now: ‘i have my subpoena pen ready’,0,1,1.052117120266584
341,"u.s. towns, cities fear taxpayer revolt if republicans kill deduction",1,0,1.0497557650708724
342,sanders will vote for clinton to stop trump,1,0,1.047863953212021
343,"state department was not doing enough on emails, records: spokesman",1,0,1.0388514392991097
344,instant view: reactions to grand jury subpoenas regarding donald trump jr.,1,0,1.032138847542175
345,"former cia agent says obama working with muslim brotherhood: “to remove american power and influence, including military forces, from islamic lands.”",0,1,1.0235332145871197
346, trump’s legal team in uproar after he forces them to attack robert mueller,0,1,1.0052104600233587
347,will tim cook's privacy stance win or lose customers for apple? ,1,0,1.0044546500531961
348,trump: special counsel appointment 'hurts our country terribly' - tv reports,1,0,1.0016774907978108
349,flashback: hillary received $500k in jewelry from king of barbaric nation who brutally oppresses women,0,0,1.0
350,outgoing u.s. envoy says u.n. needs to 'push' iran on arms embargo,1,1,1.0
351,white house says trump to sign broadband privacy repeal,1,1,1.0
352, hillary’s hires show clear progressive influence from the warren wing of the democratic party,0,0,1.0
353,congresswoman raises concerns about vw settlement oversight,1,1,1.0
354,three georgian military personnel wounded in afghanistan,1,1,1.0
355, sexist white supremacist gives donald trump the worst advice on how to win women voters (audio),0,0,1.0
356,russian mp says flynn was forced to resign to damage russia-u.s. ties,1,1,1.0
357,barnier reassures ireland eu stands with dublin on brexit,1,1,1.0
358, lewandowski to fox news: apologizing to the reporter i assaulted is ‘unrealistic’,0,0,1.0
359,joe biden’s niece too big to jail? released after 100k credit card fraud,0,0,1.0
