,text,label,pred_class,R
88,peter thiel tells republican convention he is 'proud to be gay',1,0,41.18756515969392
89,republicans block pentagon’s climate scam plan,0,1,40.74668265940241
90,the jerusalem decision: from creative chaos to effective turmoil,0,1,40.408837203123674
91, trump considers ‘terminating nafta’ with executive order (details),0,1,40.17367553272998
92,"internet giants, once above the fray, on the defensive in washington",1,0,37.38443553653345
93,'i feel like i'm going crazy:' migrant health crumbles in greece,1,0,37.366783528470094
94, clinton promises plan to overturn citizens united in first 30 days,0,1,34.94894036663322
95,michigan senate approves bill to allow concealed carry in “gun free zones” or “mass murderer empowerment zones”,0,1,34.769051336804985
96,no transparency on trade bill from the most transparent administration in history,0,1,34.54858755307247
97,trump jr. was told of russian effort to help father's campaign: ny times,1,0,31.418868605001208
98, lawsuit filed against intelligence agencies for records on russian election tampering,0,1,30.866360321457318
99,mcconnell calls army captain khan 'an american hero',1,0,28.297874891311547
100, trump threatens government shutdown if congress doesn’t approve billions to fund his border wall,0,1,28.141544173081584
101, poll: clinton ahead of trump by a staggering 12 points,0,1,27.640885508828674
102,"waving german flag, far-right and anti-islam groups rally together before vote",1,0,26.14111798306174
103,clinton attacks trump's outreach to black voters in new ad,1,0,25.023334957016857
104,"u.s. state department tweets, then deletes congratulations for iran oscar win",1,0,24.953894231467242
105,clinton's it aide to plead the fifth in email lawsuit: the hill,1,0,24.599802438453995
106,cpac says trump drops out at 'last minute',1,0,22.955570315306826
107, trump plans to issue executive order allowing cia to use torture,0,1,22.24789289877772
108, three key states turn themselves solidly blue as trump train derails,0,1,22.044218392086
109, kentucky republicans propose bill to delay school year to accommodate creationist museum,0,1,21.43226005987349
110,first $200 admission for a trump rally; more to come?,1,0,21.316950150014712
111,ex-president george h.w. bush moved to intensive care; wife hospitalized,1,0,20.996484321775675
112,kerry warns against pointing finger at religion after orlando,1,0,19.666827472245497
113, house republicans forcing fetal tissue researchers to reveal identities despite risk of violence,0,1,19.64308846460718
114,"hillary clinton for nyc mayor? probably not, but rumors persist",1,0,19.528734228903026
115,obama jokes about a trump state of the union address,1,0,18.82521068186602
116,trump wins! supreme court rules on travel ban in unanimous decision [video],0,1,18.779079846244002
117,obamacare sign-up challenge: proving the law is not dead,1,0,18.61669357792454
118," former candidate ben carson declines trump cabinet position, cites lack of experience",0,1,18.56752032279268
119,trump executive order on ethics commitments bans lobbying for executive branch employees,0,1,18.403963084627716
120,trump asks congress to investigate former obama administration,0,1,17.782439627618402
121," illinois republicans attack single mothers, want to deny children aid for being fatherless",0,1,17.74711254348765
122," new poll: clinton picks up unprecedented, historical support among young voters",0,1,17.659607587205127
123, military expert vows to take trump up on his challenge,0,1,17.647625842118615
124,bill clinton delivers defense of his foundation's 'profound' work,1,0,17.223756963351764
125,trump and christie laid foundation of their alliance years ago,1,0,16.749041611627835
126,sketchy firm behind salacious allegations against trump tries to pull a fast one on senate judiciary committee,0,1,16.256614654169244
127,war and the prize: how some nobel laureates turn away from peace,1,0,16.029568126269766
128,soros says hungarian government lying in attacks against him,1,0,15.736107334117609
129,"factbox: the nasty things trump, romney have said about each other",1,0,15.681969413981458
130,white house intruder was on grounds for 16 minutes before arrest: secret service,1,0,15.598815470475081
131,peace prize president obama approved $200 billion in arms deals since 2009,0,1,15.53052427817532
132,sanders supporters seethe over clinton's leaked remarks to wall st.,1,0,15.128557815777212
133, idaho republican outrageously says female lawmakers only rise in rank by giving sexual favors,0,1,14.964002216740086
134,syria: british and american presence directly escalating conflict near al-tanf,0,1,14.900760875937655
135, republican leaders and activists plan to back third-party candidate if trump is nominated,0,1,14.671471261388273
136,house democrats will stage sit-in until they get gun control bill: pelosi,1,0,14.621453403075156
137,alert: flood of cubans breeze across texas border as tensions rise,0,1,14.255883726771996
138,"pope asks trump to be peacemaker, gives him environmental letter",1,0,14.035637417568832
139,trump in mexico: outlines 5 goals he wants to accomplish with mexican government [video],0,1,14.023506524284855
140,"pay 2 play: democratic convention ends amid controversy, empty seats & white noise",0,1,13.911434887524594
141,trump says he had very good meeting with ryan: fox news,1,0,13.839294940353287
142,guantanamo jihadist freed after murder of sfc christopher speer,0,1,13.736180369463934
143,as trump’s popularity soars abroad…village in india renames itself “trump” [video],0,1,13.400524463156211
144,u.s. knew of indonesian anti-communist massacre as it unfolded,1,0,12.628475798793307
145,pope says its crazy to see his meeting with bernie sanders as political,1,0,12.595903200216444
146,trump's team seeks top-secret clearance for his children: cbs news,1,0,12.573679726102084
147,senator gillibrand calls trump twitter post 'sexist smear',1,0,12.44116006527581
148,"beating rivals and the odds, trump captures republican nomination",1,0,12.420059310263946
149,ex-south carolina cop gets 20 years in prison for black motorist's death,1,0,11.901766546374791
150,clinton accuses trump of scapegoating muslim soldier's parents,1,0,11.551361005010207
151,trump says north korea's kim insulted him by calling him 'old',1,0,11.408098697286734
152,obama visits a mosque to send pointed message to non-muslims,1,0,11.341127105121318
153,no love lost with daily news after trump wins new hampshire,1,0,11.22844529292499
154, a bi-partisan miracle: federal employee health plans add critical autism benefit,0,1,11.190961017291563
155,clinton tells wells fargo customers ceo owes them an explanation,1,0,11.090813605823751
156,filmmaker michael moore launches 'trumpileaks' website for whistleblowers,1,0,10.765162275357437
157,trump tells state department to make cut more than 50% of funding to u.n.,0,1,10.52189027265216
158, senate gives trump jr. ultimatum: respond by friday or face subpoena,0,1,10.198961202017005
159,"bill clinton, tim kaine cancel iowa event after police shooting",1,0,10.129908188171132
160,tiffany & co. takes big risk…sides against trump on very controversial issue,0,1,9.94694774806254
161,"in ohio, a struggle for the soul of the democratic party is playing out",1,0,9.755222672868836
162,"trump celebrates first 100 days as president, blasts media",1,0,9.723915256714237
163,danish submarine owner has not said how journalist died: police,1,0,9.552786196296262
164,president obama arrives in cuba,0,1,9.395679341899559
165,sales to people on terrorism watch lists should be delayed: nra,1,0,9.329602276882037
166,clinton aide abedin leaves husband weiner after sexting report,1,0,9.036529976072396
167,senate passes usa freedom act,0,1,8.849579356877735
168, petty north carolina gop governor signs bills crippling power of his democratic successor,0,1,8.790755418682808
169,"in day of pro-trump rallies, california march turns violent",1,0,8.71710619892388
170,"trump's san diego rally draws more than 1,000 chanting protesters",1,0,8.580654387181724
171,"u.s. towns, cities fear taxpayer revolt if republicans kill deduction",1,0,8.40401603653618
172,iran ‘will respond’ if us moves to designate revolutionary guard as ‘terrorist group’,0,1,8.242919773512586
173,'big bang theory' trumps tv audience for latest republican debate,1,0,8.108206835712128
174,'i'm not ranting and raving.' trump on defensive in first solo news conference,1,0,8.092724609817811
175,the court case against the ‘travel ban’ executive order,0,1,8.018454118607632
176, trump cancels trip to israeli historic site after authorities say he can’t land his helicopter on it,0,1,7.948725485625958
177,trump says he is sending federal help to fight chicago crime,1,0,7.6343875943097625
178,"democrat clinton picks kaine as running mate, bypassing liberals",1,0,7.596599449347801
179,swiss right-wing's blocher: trump win a warning to world establishment,1,0,7.466217839694508
180,women knit pink 'pussyhats' for rally after trump inauguration,1,0,7.196510269279182
181,breaking: close aide to bill clinton: “i arranged for $50 million in payments to bill clinton”,0,1,7.021050846802303
182, republican senator blasts trump’s administration for ‘unconstitutional’ attempt to hide information from congress,0,1,6.740446216757144
183,hackers play 30 minutes of islamic state propaganda on swedish radio,1,0,6.5831573852874365
184,clinton campaign: no evidence computer systems were compromised,1,0,6.531623250848522
185, republican greg abbott picks supporting israel over obama – plans with bibi to antagonize iran,0,1,6.438171191850898
186,expert claims n. korea’s second missile test demonstrates they now have ability to hit 3 major cities on u.s. mainland,0,1,6.192883595798445
187,"suffering from pneumonia, clinton falls ill at 9/11 memorial, cancels california trip",1,0,6.135624212418609
188, marvel vows to boycott georgia if discriminatory religious liberty bill becomes law,0,1,6.127633327176993
189,"comey testimony disturbing, trump appears to threaten job: warner",1,0,6.1092024115427845
190,factbox: what trump has said about the united nations,1,0,5.945849090675138
191,factbox: what trump has said about the united nations,1,0,5.945849090675138
192,"charlottesville schools, parents address children's fears after violence",1,0,5.752864529926792
193,"trump is now president, but he still sees himself as leading an insurgency",1,0,5.74210866722101
194,trump pushes melania back onto campaign stage: interview,1,0,5.679597184238831
195,"chinese fans prepare to welcome rich, powerful, 'free-spirit' trump",1,0,5.5764399563187546
196,leftists on cusp of power as weary icelanders go to polls,1,0,5.488134518677546
197,trump backers sue san jose for allowing 'mob' assault,1,0,5.307475544916306
198,"for republican rubio, a moment of truth in race to lead u.s.",1,0,5.303321569950477
199,trump's unpredictability already troubles u.s. friends,1,0,5.289700425637826
200,trump not planning to invoke executive privilege for comey testimony: ny times,1,0,5.274997244346395
201,trump to fundraise for campaign if he wins republican nomination: cnn,1,0,5.271686493326033
202,democrats' new line on gun control: do it for national security,1,0,5.216285197484675
203,trump's opponents race to the courthouse to thwart him,1,0,5.19977354396626
204,russia sets out why it thinks u.n. wrongly accused syria over sarin attack,1,0,5.173863409560183
205,trump takes populist message to u.s. heartland in 'thank you' tour,1,0,5.15719812460325
206,"trading algorithm shows how mass shootings, politics boost gun shares",1,0,5.134641765959553
207, dem. senator blasts mitch mcconnell for excluding women from panel drafting new senate health plan,0,1,5.087541493042257
208, senator asks doj to step in after white supremacists vow to engage in poll watching,0,1,5.034618804185088
209,"new york times stands by trump story, rebuts claim of libel",1,0,5.024745768964768
210,"scared by trump, some migrants on mexico border give up american dream",1,0,5.019481064502187
211, case regarding cruz’s birthright citizenship reaches supreme court,0,1,4.988175386826036
212,"russian-american lobbyist met with trump jr., russian lawyer: nbc news",1,0,4.875482140850389
213,democrat gun control sit-in sparks social media sensation,1,0,4.847491070506571
214,"mccain, once belittled by trump, hands him big defeat in healthcare vote",1,0,4.784578500422363
215,gitmo prisoner obama released in 2012 identified as al-qaeda leader in yemen,0,1,4.7723401611703835
216,gitmo prisoner obama released in 2012 identified as al-qaeda leader in yemen,0,1,4.7723401611703835
217,powerful koch brothers rebuff big donors' calls to back trump for white house,1,0,4.691303772536246
218,trump’s awkward first date with frau merkel,0,1,4.662172856420113
219,trump’s awkward first date with frau merkel,0,1,4.662172856420113
220,suspicious substance at cruz's houston headquarters is non-toxic,1,0,4.62570276678857
221,is the sky blue? depends on what donald trump says,1,0,4.494581840079912
222,canada's liberals look to economy to guide them past ethics scandal,1,0,4.430637120236317
223,clinton calls 'fake news' a threat to u.s. democracy,1,0,4.42412872854664
224,trump on rival bush's exit: don't look at me,1,0,4.41951774980083
225,two gay men challenge tennessee denial of service law,1,0,4.411445861352686
226,got bank? election could create flood of marijuana cash with no place to go,1,0,4.393576011644812
227,jeb bush gets a brotherly hand from george w. in south carolina,1,0,4.371319992023564
228,unreal! retiring senator is 34th vote to clinch obama win on iran deal,0,1,4.280082021006252
229,house votes to beef up our “gun grabber in chief’s” security,0,1,4.2024861734852585
230,putin declares syria a “no fly zone”…while obama is laser focused on gun control,0,1,4.158032468081716
231,"activist dedicates rights award to 'tortured, imprisoned' egyptians",1,0,4.110867753981927
232,clinton campaign chief podesta: fbi probing hack of his emails,1,0,4.07027069177963
233,fbi to give media some clinton notes over email use: cnn,1,0,3.8260696573233863
234,"to beat zika in rio, who prescribes safe sex and avoiding poor areas",1,0,3.8049963017475257
235,republican romney to make 'major speech' on 2016 presidential race: fox,1,0,3.8000482665798763
236,canadian teens tried to use christmas lights for bomb: prosecutor,1,0,3.676971517398908
237,breaking: major health insurance carrier may pull out of obamacare…expects to lose over $200 million in 2016 alone,0,1,3.672500886618324
238,u.s. mosque linked to terrorist group received $2.7 million in federal funding,0,1,3.6545666279221747
239,"organizers of white nationalist rally in virginia, driver sued for $3 million",1,0,3.581404802592059
240,"when in rome: erdogan thugs rough-up press, protesters in washington – no outrage from white house",0,1,3.5578674794561196
241,obama undermines america…plans to slash nuclear stockpiles…again,0,1,3.5270024936149764
242,milwaukee county sheriff rescinds homeland security job: media,1,0,3.46121881339778
243,u.s. senator on equifax hack: 'somebody needs to go to jail',1,0,3.4575015527517925
244,ku klux klan newspaper declares support for trump,1,0,3.4315860475766224
245,nanny state government s’mores: no chocolate and no marshmallow,0,1,3.256665446253082
246, dem senator ‘increasingly concerned’ trump will fire mueller and rosenstein to stop russia probe,0,1,3.2144502637674606
247, federal court rules against trump’s unpresidential twitter behavior (details),0,1,3.1207116243827953
248,request to halt construction of dapl declined,0,1,3.105848535215671
249, republicans sue federal government for ‘right to discriminate’,0,1,3.045954082496949
250,republican leader implies he may not seat roy moore if he wins election,0,1,3.007658128100465
251,"warren, kaine, castro on clinton running-mate short list: ap",1,0,2.981733152389982
252, clinton ties with trump in the very republican state of georgia,0,1,2.928018816426801
253,national archives missing massive data from clinton white house records,0,1,2.918752692892531
254,"obama brags about hijacking 1.35 million acres in utah, nevada…despite opposition…posts wrong picture of land",0,1,2.917762154752266
255,clinton ad blitz outpaces trump as his super pacs bow out,1,0,2.8793276149295255
256,obama regime agrees to cut deal with iran that further threatens our national security,0,1,2.8764486434758196
257,"fired from 'apprentice,' omarosa may get trump white house job",1,0,2.782930628917775
258,new report: obamaphone program stashed $9 billion in private bank accounts…exposes massive windfall for phone companies,0,1,2.7585654850476424
259,islamic state releases video it says shows two russians captured in syria,1,0,2.7407059429528378
260,"caitlyn jenner, teen singer appeal to trump on transgender rights",1,0,2.713679359339038
261,report: robert mueller targets trump son with grand jury,0,1,2.709860088533622
262,trump believes roy moore should step aside if allegations are true -white house,1,0,2.6423836556353533
263, ‘lunatic’: huge backlash from lawmakers after trump’s ‘wiretap’ accusations,0,1,2.612918709802561
264,senator warren endorses clinton for president,1,0,2.6025296407733745
265, veterans: cozy trump relationship with russian hackers “cause for alarm”,0,1,2.5856787417432536
266,liberal groups urge non-violent movement to stop trump,1,0,2.540575121138927
267,fbi chief says his staff would face discipline for handling emails the way clinton did,1,0,2.530135057165586
268,congressman conyers not planning to resign: lawyer tells detroit news,1,0,2.524848889085045
269, federal judge rules same-sex couples can adopt children in all fifty states,0,1,2.5074247062476815
270,uk on trump invite to 10 downing street: not just yet,1,0,2.4888893436779265
271, oregon takes in jaw-dropping amount of tax revenue from legal marijuana sales,0,1,2.479699594109673
272,trump says never asked comey to stop investigating flynn,1,0,2.4666706485221184
273,"anarchists threaten to disrupt trump inauguration, police say ready",1,0,2.4345326354261783
274,catalan head says already feels like the president of a free country: interview,1,0,2.424115584252163
275,tanzania shuts down another 'days numbered' newspaper,1,0,2.415587046556522
276, economists warn trump would crash the global economy,0,1,2.3394369888950464
277,"democrats link guns to terrorism, turn to gun control after orlando",1,0,2.3324732966864414
278,"diplomatic frauds: kerry, power, kirby lying and shilling for ‘body bags’ and war in syria",0,1,2.3065417625201508
279,draft tim tebow effort ignites rumors he’ll run for office in florida,0,1,2.2974560639272967
280, new evidence confirms worst fears: russia is behind hacks aimed at making trump president,0,1,2.289557505899024
281,trump taps anti-iran deal congressman to head cia…the left goes ballistic!,0,1,2.2746211410506123
282,trump taps anti-iran deal congressman to head cia…the left goes ballistic!,0,1,2.2746211410506123
283, house majority leader revelation: ‘i think putin pays trump’,0,1,2.233841162751967
284,'a better future' - britain's may tries to rally her conservatives,1,0,2.21629942871536
285,"be careful, murdered iranian activist's daughter tells european exiles",1,0,2.198888971189874
286," new: kushner lied about millions in assets on disclosure forms, over 70 items discovered missing",0,1,2.1443805947322034
287,"fbi, secret service probe letter sent to trump's sister: nbc",1,0,2.134546752896726
288,top democrat slams obama administration's response to russian hacks,1,0,2.097164567443544
289,"trump, in law and order speech, calls for african-american support",1,0,2.0889564616586305
290,q&a: what we know about u.s. probes of russian meddling in 2016 election,1,0,2.0828610117639283
291, trump slapped with lawsuit for refusing to release white house visitor logs,0,1,2.079426319673523
292, trump’s mar-a-lago trips force secret service to divert crime-fighting funds to pay for more security,0,1,2.0695634229901745
293,"forbes pegs trump's wealth at $3.7 billion, $800 million less than last year",1,0,2.0585412053313314
294,despair and introspection on u.s. coasts after trump win,1,0,2.057826005812001
295,details of military transgender policy being worked out: white house,1,0,2.0252438960099926
296, new polls stun: state that’s been deep red for over 20 years may become key battleground state,0,1,2.012983056395151
297,"trump campaigns in california, denounces protesters at rally as 'thugs'",1,0,1.999619434590249
298, marcobot malfunction: new data shows rubio’s campaign in crisis (photos),0,1,1.949742795820203
299, republican senator prays for god to kill obama as soon as possible: ‘let his children be fatherless’,0,1,1.931627089742608
300, top dems take action to keep documents on russia investigation safe from trump,0,1,1.922559711480483
301,u.s. vote authorities warned to be alert to russian hacks faking fraud: officials,1,0,1.8972040693970387
302,"new normal? parenting magazine warns “ordinary parents” must take action against “blonde, cheerful” families…could be “dangerous right-wingers”",0,1,1.8373353909367771
303,"u.s. democrat bernie sanders wins alaska, washington, hawaii caucuses",1,0,1.8181166158401882
304,trump administration has found only $20 million in existing funds for wall,1,0,1.8174042576985046
305, major city slaps greedy ceos like trump with tax penalty to fight income inequality,0,1,1.7912939717852032
306,trump dumps controversial chief strategist bannon in latest upheaval,1,0,1.7823947729963299
307,republicans defend trump court pick rated 'not qualified',1,0,1.7800995473327101
308,trump conducts sting operation on us intelligence services,0,1,1.7741322001255633
309,governor-elect of kentucky tells the epa to go ‘pound sand’ – cites 10th amendment,0,1,1.7476847280899077
310, congress demands white house turn over alleged comey tape mentioned in trump’s tweet (letter),0,1,1.7348733017928835
311,u.s. lawmakers disrupt orlando 'moment of silence' over gun policy,1,0,1.7101883294317068
312,in trump we trust: inauguration prompts celebration in russia,1,0,1.709674625439242
313,gingrich doesn't rule out trump vp role,1,0,1.7034491744547353
314,three trump children seen managing president-elect's company,1,0,1.6582497757178822
315,watergate 'pales' compared with trump-russia: former u.s. intelligence head,1,0,1.6574591260369869
316,missouri senate republicans pass anti-gay religious amendment,1,0,1.649834150537299
317,trump: special counsel appointment 'hurts our country terribly' - tv reports,1,0,1.6338215930834032
318,rescued canadian-u.s. couple reunited with family; receiving medical attention,1,0,1.6291299126046965
319, sanders campaign withdraws lawsuit against dnc after investigation shows no theft of voter data,0,1,1.599173685539484
320,reopen the kurt cobain case? [poll],0,1,1.5871047162316534
321,rush to finish: obama slaps $5 billion in regulations on america before exit,0,1,1.5725000263092275
322,grave digging protesters start to dig up confederate general’s grave…threaten to go deeper,0,1,1.5677571680731106
323,target caves after customers boycott of transgender bathroom policy takes toll bottom line,0,1,1.5252586282167941
324," look out, big oil: ‘job creation’ no longer an argument as solar outpaces oil",0,1,1.5114955978015197
325,"6 syrian, 1 libyan migrant arrested after setting sleeping homeless man on fire",0,1,1.4839355841758595
326,"media says trump cannot use anonymous sources, but they can!",0,1,1.4733121263704936
327,"russia says google down-ranking sputnik, rt would be censorship",1,0,1.4443445330020952
328,"orlando mass shooting & the accelerated police state – uk column – june 13, 2016",0,1,1.427855442536919
329,trump says muslims not doing enough to prevent attacks,1,0,1.4241932684777725
330,pope says humanity will 'go down' if it does not address climate change,1,0,1.4054070885170629
331, thanks obama: manufacturing jobs hits decade high,0,1,1.3818911817598087
332,"""it would be huge"": u.s. border town confronts possible import tax",1,0,1.3634269252836915
333,trump says has not been asked for interview with special counsel,1,0,1.3291131393960498
334,breaking: socialist brazil declares financial disaster less than 2 months before start of olympics,0,1,1.3168239393533538
335," breaking: secretary of state debates abandoning trump, fleeing sinking ship",0,1,1.2844990428991383
336,new yorkers build walls of sticky notes in defiance of trump,1,0,1.279381281904175
337,"from wall street to wisconsin, brokers cheer trump's order",1,0,1.2717655178257135
338,breaking: stanley cup champions make announcement on white house visit,0,1,1.2392667434347657
339, new poll shows clinton crushing trump in key swing states,0,1,1.233735641561273
340,"trump, netanyahu's wife lament negative media coverage",1,0,1.2254615990179252
341,slippery slope? new twitter rules ban ‘hateful conduct’ promoting violence,0,1,1.2051470713765136
342,ny attorney general slams trump's comment on judge's ethnicity,1,0,1.1788528289728093
343,armed us immigration officers to be stationed in uk airports,0,1,1.1750607100622419
344,u.s. judge bars colorado from enforcing law banning voter 'selfies',1,0,1.167364752904823
345,former intelligence officials say trump is being manipulated by putin,1,0,1.1450982491473556
346,"21wire.tv members newsletter – sept 9, 2016",0,1,1.141434004277621
347,u.s. spy chief james clapper: u.s. must be prepared for a ‘large armageddon-scale’ cyber attack,0,1,1.1279235478363356
348, clinton’s latest electoral appeal? mormon voters – and it could work,0,1,1.1103057704872648
349,senator mccain says putin bigger threat than isis,1,0,1.1096409119892154
350,prof michel chossudovsky discusses hillary clinton’s foreign policy & emerging nuclear risks,0,1,1.1096310365964461
351,"in u.s. battle of election t-shirts, 'nasty woman' rules",1,0,1.079679710989729
352,santorum to pull out of republican white house race: cnn,1,0,1.065599136545904
353,u.s. anti-bias law does not protect transgender workers: justice dept,1,0,1.0150326833440693
354, patrick stewart literally paid a guy to not vote for donald trump (image),0,0,1.0
355,cher and rosie in desperation mode over tax cuts…illegal bribes and “hate you” tweets offered to gop,0,0,1.0
356,senate intelligence panel requests trump campaign documents: washington post,1,1,1.0
