,text,label,pred_class,R
44,house speaker nancy pelosi said this week that the democrats have to pass their terrible health care bill so that the american people can actually find out what's in it.,1,0,202558324832.67688
45,"the words subhuman mongrel, which ted nugent called president barack obama, were used by the nazis to justify the genocide of the jewish community.",1,0,169099088386.57217
46,"when we look at the number of murders in the united states (in) 2009, we had 9,500 people murdered. when we look around the world, we see ... large countries, the u.k., germany, japan had 200 or less killed in a year.",1,0,164983705641.04135
47,my property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,1,0,158490748988.5588
48,says alex jones said that the victims of the sandy hook massacre were child actors and no one was actually killed there.,1,0,137849299656.78323
49,"in florida, the number of voters who now register as other has grown by a million in the last 10 years. compare that with the democrats, who only grew by 300,000 and the republicans who grew by just 200,000.",1,0,113582037521.45921
50,"barack obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",1,0,99420047211.24338
51,"anywhere in the world, when someone uses a mobile phone, e-mail, the internet or gps, they are enjoying the benefits of the american miracle.",1,0,96268811795.46556
52,"to give the proposed economic stimulus plan some perspective, ""if you started the day jesus christ was born and spent $1 million every day since then, you still wouldnt have spent $1 trillion.""",1,0,82186420430.6867
53,"the people who want president barack obama impeached are all white, theyre all older, and guess what, theyre in the far right wing of the republican party.",1,0,70758643378.79411
54,"again today (ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.",1,0,69458593515.46791
55,says a baby in coos county is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in oregon or the u.s.,1,0,68322921420.65607
56,says hillary clinton tripled the number of people with aids whose lives are being saved .. and it did not cost you any more money.,1,0,66184680688.90754
57,"democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",1,0,63611048193.92199
58,"during the bush administration, you actually had a prominent liberal write a book about how bush was preparing for a fascist takeover of this country.",1,0,59129021257.60755
59,"in the mid 1990s, in our state, (florida was) no. 1 in violent crime in america. ... the only concern i had was for the citizens of florida, who were subjected to a violent crime every three minutes and 45 seconds.",1,0,54066140475.040215
60,harry reid was against (the nuclear option) before he was for it. mitch mcconnell was for it before he was against it. president obama was against it before he was for it.,1,0,52715484360.644325
61,"the average student in florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",1,0,52298532947.15028
62,"understand, this is unemployment insurance. its not welfare, as a lot of my republican colleagues like to suggest it is. you pay into it when youre working. you get help when youre not.",1,0,51907359065.65561
63,amajority of the men and women on this stage have previously and publicly embraced amnesty. i am the only candidate on this stage who has never supportedamnesty.,1,0,51407102177.89717
64,"if you look at latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. african-american kids are unemployed or underemployed to the tune of 51 percent.",1,0,46579644696.42585
65,a gay man who survived #orlando hate crime can still show up to work in fl tomorrow and have his boss fire him simply because he is gay.,1,0,39235914553.711784
66,"the lawyer who brought the case against nationsbank said publicly that alex sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.",1,0,35037654698.24165
67,"the dream act was written by members of both parties. when it came up for a vote a year and a half ago, republicans in congress blocked it. the bill hadnt changed. ... the only thing that had changed was politics.",1,0,30104761329.794304
68,what happens is people like warren buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. it's not right.,1,0,28643667704.36464
69,"says president barack obama came into office very concerned about wiretappings but then he became president of the united states, he got all the briefings (and) he decided the balance is probably pretty appropriately struck.",1,0,28537739889.66962
70,"why are muslim armies so useless against isis? ... there are 20,000 or 30,000 (isis fighters). the countries surrounding isis have armies totaling 5 million people.",1,0,26366972261.37784
71,"opponent holly benson said that just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running.",1,0,24025983795.08554
72,"the president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.",1,0,23556741496.523666
73,"just about everyone everywhere is spending more hours on the job, less time with their families, bringing home smaller and smaller paychecks, while theyre paying more and more at the gas pump and the grocery stores.",1,0,22242146744.701096
74,"even members of the nra, when they were polled recently, were under the impression that everyone has a criminal background check.",1,0,20543193642.04245
75,"it used to be the policy of the republican party to get rid of the department of education. we finally get in charge and a chance to do something, so we double the size of the department of education.",1,0,16870035302.779095
76,"you cant give a child an aspirin in school without permission. you cant do any kind of medication, but we can secretly take the child off and have an abortion.",1,0,16368840307.784647
77,says the u.s. attorneys office said that neither i nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. and thats why they closed this case.,1,0,15249110760.925762
78,washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.,1,0,14398742969.931328
79,"if you are going to kill the families of terrorists, realize that theres something called the geneva convention were going to have to pull out of.",1,0,13991580957.304768
80,"a small majority of americans dont think they like the affordable care act, but a large majority of americans dont want to do away with the protections that are in the affordable care act.",1,0,11358333480.546202
81,"this year, newt gingrich has raised as much money as mitt romney, tim pawlenty, sarah palin, and mike huckabee combined.",1,0,11306356374.456532
82,tells president barack obama that he also asked former president george w. bush about how he felt about americans hating him.,1,0,10820074397.920408
83,we've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.,1,0,10199869573.011877
84,why is january 8th an important date in american history? this day in 1835 is the only day in our history when we have not been in debt.,1,0,9861417900.164196
85,"the so-called defense minister of the peoples republic of donetsk ... actually posted a bragging social media posting of having shot down a military transport. and then when it became apparent it was civilian, they pulled it down from social media.",1,0,8945231062.66101
86,"boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in providence while construction costs are more or less equal. as a result, the boston skyline is completely dominated by the cranes.",1,0,8825664398.05322
87,"$50,000. thats what every child owes today because washington politicians have run up a huge spending tab and left our kids the bill.",1,0,8351345853.963247
88,"the clinton foundation is a charity where president and secretary clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",1,0,8231468391.8962145
89,the president of the united states came in the tuesday before the election in a ward that went 99% for him in the last election and they couldnt even (increase) the vote there.,1,0,7795547107.643604
90,"in 1981, matagorda, brazoria, and galveston counties all opted out of the social security program for their employees. today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",1,0,7677286282.448612
91,"we spent approximately $20-billion of that money on pork barrel, earmark projects. maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country.",1,0,7284380941.145153
92,75 percent of the jobs created in the state of ohio are created in small business. they are not created by huge corporations and those who are very wealthy.,1,0,6552946795.659035
93,"the federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath.",1,0,6511156593.383088
94,"when mccain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'the american people won't care about this.' """,1,0,6029273169.582264
95,"some criminals have learned how to spy on americans, hacking into our home computers and looking out through the video camera attached to the screen.",1,0,5904823392.291106
96,fox news uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.,1,0,5505683103.741043
97,"when a gallup poll asked about presidential candidate characteristics, when they get to the question on, would you vote for a socialist, it is even less popular than voting for atheists.",1,0,5151463113.586281
98,"if you rent a u-haul to move your company, it costs twice as much to go from san francisco to austin than the other way around, because you cant find enough trucks to flee the golden state.",1,0,5056781895.391006
99,"women in oregon are paid 79 cents for every dollar paid to men. if the wage gap was eliminated, a working woman in oregon would have enough money for 2,877 gallons of gas, 72 more weeks of food for her family or nearly 12 more months of rent.",1,0,4908918036.714075
100,people have actually broken down the transcripts for oral arguments and (antonin scalia) told more jokes and got more laughs than any of the other justices.,1,0,4537913427.70513
101,"when students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",1,0,4305676498.812546
102,"dan patrick was the only state senator who voted against the veteran entrepreneurship program, a program that assists veterans in successfully starting up their own businesses.",1,0,3506066093.773125
103,"at the time that (medicare part d) was passed (it) was actually less popular than the affordable care act, according to the polls.",1,0,3352845404.3878093
104,"if someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.",1,0,3166844274.735707
105,says there are concrete examples of university of texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.,1,0,3092238564.487436
106,the marijuana that kids are smoking today is not the same as the marijuana that jeb bush smoked 40 years ago.,1,0,2942620508.274589
107,it has been the law since the beginning of the country that the children of american citizens born ... abroad are american citizens by birth.,1,0,2790257523.614578
108,the typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,1,0,2743823359.509197
109,"the president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",1,0,2511972263.2157226
110,there was a recent report out that the premiums for medicare and the payroll withholdings are only paying about half the program. so it is not financially solvent.,1,0,2331087475.852928
111,"since john f. kennedy was assassinated in 1963, more americans have died by gunfire within our own country than american servicemen and women who were killed in all our wars.",1,0,2315703670.95145
112,"eleven years ago, the city of detroit lifted the residency requirement for police officers and today, 53 percent of officers live outside of the city. if we want the tax base of milwaukee to resemble the tax base of detroit, this is the way to go.",1,0,2313084327.948595
113,"i took on the worst road system in the country, according to trucker's magazine. when i left, they said it was the most improved road system in the country.",1,0,2303804436.9953995
114,"for anybody whos trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk, that was a bill that i passed.",1,0,2259025869.0096865
115,"says donald trump was one of the people who rooted for the housing crisis. he said back in 2006, gee, i hope it does collapse because then i can go in and buy some and make some money.",1,0,2181852945.8656697
116,wild bill hickok had his first duel in the town square here. and the family legend is that he is a distant cousin of mine.,1,0,2097358542.5727074
117,the unemployment rate for folks whove never gone to college is almost double what it is for those who have.,1,0,2008863655.0257137
118,"we could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.",1,0,1853425642.238913
119,"barack (obama) has one of his biggest supporters in terms of funding, the exelon corporation, which has spent millions of dollars trying to make yucca mountain the waste depository.",1,0,1848885911.1537478
120,"while (barack) obama preaches we are our brothers keeper, his brother and aunt live in real poverty in kenya.",1,0,1497055992.5613117
121,she stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,1,0,1285916383.0911992
122,"classified material has a header which says top-secret, secret, confidential. nothing, and i will repeat this and this is verified in the report by the department of justice, none of the emails sent or received by me had such a header.",1,0,1219346686.8786194
123,big soda has a lot of money.they make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,1,0,1163519513.55489
124,"i got a letter from 20 people who said they wanted their money back, 14 never gave me a penny.",1,0,1112662571.3201804
125,"when you get a commercial pilots license, you learn to communicate in english no matter where you are in the world.",1,0,1092996969.6198397
126,"says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",1,0,1085005110.0087261
127,says bernie sanders was there when it came to (same-sex) marriage 20 years ago. ... he was there when it wasnt popular.,1,0,977489324.6028057
128,"when these [undocumented] students graduate from college, theyre still illegal aliens. they cannot get a job.",1,0,965043817.729834
129,in malaysia many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.,1,0,954490271.0931386
130,"the truth of the matter is that during my administration, the fbi's crime statistics show that violent crime was reduced in massachusetts by 7 percent.",1,0,887380885.3490442
131,when we've got ceos making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.,1,0,840052287.9514266
132,if you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,1,0,739925656.2971358
133,"florida has 1,200 golf courses. i think 58 million rounds played a year in florida. weve got 44 percent of all travel golf in the country here. 5 million people come here just for golf.",1,0,726892348.8183267
134,gov. palin ... is somebody who actually doesn't believe that climate change is man-made.,1,0,718815962.6766292
135,this is the most generous country in the world when it comes to immigration. there are a million people a year who legally immigrate to the united states.,1,0,713259676.0114233
136,says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,1,0,692204992.8925891
137,"this (schip) is socialized medicine. it is going to go to families that make $60,000 a year. those aren't poor children.",1,0,666131723.1483173
138,oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but oregon.,1,0,594577257.6878225
139,"when republicans last controlled the presidency and congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",1,0,570999824.6732614
140,"to get out of the (teachers) union, you pay 85 percent of $731. then youre out of the union, but youve got to pay it every year, also required by statute. thats called a representation fee.",1,0,564496921.9201767
141,"the great lakes compact has a loophole. and the loophole is that while you cannot remove the water in a big transport, you can remove it in containers of 5.7 gallons or less.",1,0,540875696.0282149
142,the united states invented the community college. nobody else had ever done anything like it.,1,0,486076854.9377744
143,"up until recently, 75 percent of all the sorties that left the base came back without dropping their ordnances, because there was such a concern about making sure that there were no civilian casualties.",1,0,466280102.2301659
144,"if you want to talk firsts for bush, this was the first time in american history that a president took us into a war and cut taxes.",1,0,400945264.379236
145,"every 10th dollar spent by the social security administration on its program for the poor is waste, or fraud, they cant validate that the people should have gotten it, totaling about $8 billion a year.",1,0,363355828.4666312
146,"the reason why cubans dont have access to 21st century telecommunications like smart phones, like access to the internet is because it is illegal in cuba.",1,0,356810246.75519174
147,i have something in common with my husband. he never carried caucuses either. he lost all of the ones that i've lost.,1,0,353698258.8945084
148,"in oregon, women earn an average of 79 cents for every dollar that men earn for doing the same job. thats just wrong.",1,0,345795093.89643395
149,saysthere are actually more people in poverty now than there were when we started the war on poverty.,1,0,342619496.26210856
150,"the national debt is equal to $48,700 for every american or $128,300 for every u.s. household. it is now equivalent to the size of our entire economy.",1,0,342175806.3716398
151,taxpayers are paying a fortune for the use of air force one on the campaign trail by president barack obama and hillary clinton.,1,0,332694212.39259577
152,"in 2006, bernie sanders voted in the house with hard-line republicans for indefinite detention for undocumented immigrants, and then he sided with those republicans to stand with vigilantes known as minutemen who were taking up outposts along the border to hunt down immigrants.",1,0,324998048.2052487
153,"every american now is $51,000 in debt. thats money i owe, thats money my children owe before they even go to kindergarten, thats their check to the federal government right now.",1,0,309842634.8617929
154,"says of donald trump, he even said, on his very first day in office, he would require every school in america to let people carry guns into our classrooms.",1,0,303981218.0547673
155,one man sacrificed for his country. one man opposed a flawed strategy in iraq. one man had the courage to call for change. one man didn't play politics with the truth. one man stands up to the special interests.,1,0,297526595.33330363
156,"susie lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like walmart, halliburton and geo group.",1,0,287387106.3443183
157,"there are corporations in this nation, some of the biggest corporations in this nation, who do not pay taxes.",1,0,266773932.82384562
158,"president obama's own director of national intelligence, admiral blair, put it this way: 'high-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-qaida organization that was attacking this country.'",1,0,240622572.16084328
159,wisconsin is called the badger state because our ancestors came here with the hopes of living the american dream by mining.,1,0,237989320.19233966
160,i have repeatedly said that many of the predatory loans that were made in the mortgage system did target african-american and latino communities.,1,0,226424280.6696556
161,"if you look at the number of illegal immigrants coming into the country, it is net zero. its been that way now for almost two years.",1,0,210283108.61458176
162,"while fat-cat bureaucrats at the department of education are getting paid an average salary of $102,000 a year, teachers in georgia are getting paid half of that.",1,0,205462935.1631412
163,"access for 12,000 women to use planned parenthood -- not for the right to choose, but for basic health care -- was taken away by wisconsin gov. scott walker and lt. gov. rebecca kleefisch.",1,0,204215719.59803987
164,"al-qaida operatives, have said, hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill americans.",1,0,194616535.18400577
165,"a shocking 20 veterans are committing suicide each and every day, especially our older veterans.",1,0,194313192.7563572
166,"on the night of the iowa caucuses, obama promised the nation that he would do health care reform focused on cost containment, he opposed an individual mandate, and he said he was going to do it with republicans.",1,0,191178499.84306452
167,the video doesn't show the broader picture of the firing that was going on at american troops.,1,0,184503459.88586134
168,"in the last 10 years we've only had 7,000 barrels of oil spilled in the gulf ... not counting hurricanes. this well is spewing that amount every day and a half.",1,0,180154407.75614163
169,"rick scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",1,0,177397465.59664786
170,"the hyde amendmentlanguage was in the (human trafficking) bill. the democratic sponsor admits it was in the bill, and she voted for it.",1,0,153574616.15081707
171,there is little if any evidence that the use of red light cameras in new jersey has reduced the number or severity of accidents at the intersections where they are used.,1,0,150373663.75098923
172,"american hustleshows the fbi making real-life bribes to washington politicians. i know, because as your u.s. senator, i turned them down.",1,0,149413235.42444047
173,"a national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",1,0,146526709.04539287
174,"when these same republicans - including mr. boehner - were in charge, the number of earmarks and pet projects went up, not down.",1,0,146271337.75690976
175,"even our attorney general who is a strong democrat, she has said that we need causation in our workers comp system. thats the no. 1 thing pushing our manufacturing jobs out of illinois.",1,0,142066711.55615392
